date,close_price
2015-01-02,16.312000274658203
2015-01-05,16.29800033569336
2015-01-06,15.79699993133545
2015-01-07,15.800000190734863
2015-01-08,16.240999221801758
2015-01-09,15.961999893188477
2015-01-12,15.868000030517578
2015-01-13,15.805999755859375
2015-01-14,15.869999885559082
2015-01-15,15.366000175476074
2015-01-16,15.788999557495117
2015-01-20,15.998000144958496
2015-01-21,15.890000343322754
2015-01-22,16.357999801635742
2015-01-23,16.520999908447266
2015-01-26,16.829999923706055
2015-01-27,16.145000457763672
2015-01-28,15.902999877929688
2015-01-29,16.187999725341797
2015-01-30,16.15999984741211
2015-02-02,16.500999450683594
2015-02-03,16.75
2015-02-04,16.895999908447266
2015-02-05,17.422000885009766
2015-02-06,17.516000747680664
2015-02-09,17.533000946044922
2015-02-10,17.783000946044922
2015-02-11,17.805999755859375
2015-02-12,17.875
2015-02-13,18.124000549316406
2015-02-17,17.965999603271484
2015-02-18,17.965999603271484
2015-02-19,17.961999893188477
2015-02-20,17.954999923706055
2015-02-23,17.73900032043457
2015-02-24,17.732999801635742
2015-02-25,17.93000030517578
2015-02-26,17.951000213623047
2015-02-27,17.833999633789062
2015-03-02,17.958999633789062
2015-03-03,17.91900062561035
2015-03-04,17.468000411987305
2015-03-05,17.030000686645508
2015-03-06,16.172000885009766
2015-03-09,16.486000061035156
2015-03-10,16.104000091552734
2015-03-11,16.020999908447266
2015-03-12,16.30299949645996
2015-03-13,16.426000595092773
2015-03-16,16.840999603271484
2015-03-17,16.996000289916992
2015-03-18,17.323999404907227
2015-03-19,17.378000259399414
2015-03-20,17.47599983215332
2015-03-23,17.434999465942383
2015-03-24,17.25
2015-03-25,16.695999145507812
2015-03-26,16.95400047302246
2015-03-27,17.01300048828125
2015-03-30,17.090999603271484
2015-03-31,16.91900062561035
2015-04-01,16.916000366210938
2015-04-02,16.95199966430664
2015-04-06,17.00200080871582
2015-04-07,17.027999877929688
2015-04-08,17.207000732421875
2015-04-09,17.39900016784668
2015-04-10,17.599000930786133
2015-04-13,17.195999145507812
2015-04-14,17.11199951171875
2015-04-15,17.339000701904297
2015-04-16,17.334999084472656
2015-04-17,17.065000534057617
2015-04-20,17.121999740600586
2015-04-21,17.538999557495117
2015-04-22,17.631999969482422
2015-04-23,17.663000106811523
2015-04-24,17.509000778198242
2015-04-27,17.356000900268555
2015-04-28,16.969999313354492
2015-04-29,18.707000732421875
2015-04-30,18.211999893188477
2015-05-01,18.26799964904785
2015-05-04,18.1299991607666
2015-05-05,17.899999618530273
2015-05-06,17.934999465942383
2015-05-07,17.753999710083008
2015-05-08,18.083999633789062
2015-05-11,18.106000900268555
2015-05-12,17.757999420166016
2015-05-13,17.743000030517578
2015-05-14,17.98200035095215
2015-05-15,17.8799991607666
2015-05-18,17.90999984741211
2015-05-19,17.868999481201172
2015-05-20,17.645000457763672
2015-05-21,17.538000106811523
2015-05-22,17.530000686645508
2015-05-26,17.27899932861328
2015-05-27,17.5310001373291
2015-05-28,17.667999267578125
2015-05-29,17.597999572753906
2015-06-01,17.61400032043457
2015-06-02,17.58799934387207
2015-06-03,17.780000686645508
2015-06-04,17.48900032043457
2015-06-05,18.042999267578125
2015-06-08,17.687000274658203
2015-06-09,17.67799949645996
2015-06-10,18.176000595092773
2015-06-11,18.06399917602539
2015-06-12,17.875
2015-06-15,17.409000396728516
2015-06-16,17.6200008392334
2015-06-17,17.68000030517578
2015-06-18,17.86400032043457
2015-06-19,17.768999099731445
2015-06-22,17.86199951171875
2015-06-23,17.86199951171875
2015-06-24,17.42300033569336
2015-06-25,17.388999938964844
2015-06-26,17.38599967956543
2015-06-29,16.788000106811523
2015-06-30,17.007999420166016
2015-07-01,17.006000518798828
2015-07-02,17.256999969482422
2015-07-06,17.246999740600586
2015-07-07,17.360000610351562
2015-07-08,17.222000122070312
2015-07-09,17.444000244140625
2015-07-10,17.56999969482422
2015-07-13,17.709999084472656
2015-07-14,18.06999969482422
2015-07-15,18.28700065612793
2015-07-16,18.6299991607666
2015-07-17,18.562999725341797
2015-07-20,18.399999618530273
2015-07-21,18.149999618530273
2015-07-22,18.371999740600586
2015-07-23,17.98200035095215
2015-07-24,18.14299964904785
2015-07-27,17.816999435424805
2015-07-28,20.201000213623047
2015-07-29,20.447999954223633
2015-07-30,20.481000900268555
2015-07-31,20.385000228881836
2015-08-03,20.350000381469727
2015-08-04,21.486000061035156
2015-08-05,21.625
2015-08-06,21.304000854492188
2015-08-07,21.56100082397461
2015-08-10,21.885000228881836
2015-08-11,21.541000366210938
2015-08-12,21.697999954223633
2015-08-13,21.871000289916992
2015-08-14,21.8799991607666
2015-08-17,22.15999984741211
2015-08-18,21.773000717163086
2015-08-19,21.86199951171875
2015-08-20,20.958999633789062
2015-08-21,20.399999618530273
2015-08-24,19.606000900268555
2015-08-25,19.60300064086914
2015-08-26,20.11400032043457
2015-08-27,20.086999893188477
2015-08-28,20.099000930786133
2015-08-31,19.8700008392334
2015-09-01,19.604000091552734
2015-09-02,19.70199966430664
2015-09-03,19.836999893188477
2015-09-04,19.542999267578125
2015-09-08,20.125
2015-09-09,19.833999633789062
2015-09-10,19.840999603271484
2015-09-11,20.11400032043457
2015-09-14,20.094999313354492
2015-09-15,20.795000076293945
2015-09-16,20.98699951171875
2015-09-17,20.989999771118164
2015-09-18,20.667999267578125
2015-09-21,20.850000381469727
2015-09-22,20.707000732421875
2015-09-23,20.827999114990234
2015-09-24,20.518999099731445
2015-09-25,20.518999099731445
2015-09-28,19.527999877929688
